stop1,stop2,transporte1,transporte2
LA GRANJA,LA GRANJA,interurban,metro
LA MORALEJA,LA MORALEJA,interurban,metro
LA PESETA,LA PESETA,interurban,metro
LA POVEDA,LA POVEDA,interurban,metro
LA RAMBLA,LA RAMBLA,interurban,metro
LAS MUSAS,LAS MUSAS,interurban,metro
LEGANES CENTRAL,LEGANES CENTRAL,interurban,metro
LEGAZPI,LEGAZPI,interurban,metro
LORANCA,LORANCA,interurban,metro
LOS ESPARTALES,LOS ESPARTALES,interurban,metro
LUCERO,LUCERO,interurban,metro
MANUEL DE FALLA,MANUEL DE FALLA,interurban,metro
MANUELA MALASAÑA,MANUELA MALASAÑA,interurban,metro
MARQUES DE LA VALDAVIA,MARQUES DE LA VALDAVIA,interurban,metro
MENDEZ ALVARO,MENDEZ ALVARO,interurban,metro
MONCLOA,MONCLOA,interurban,metro
MOSTOLES CENTRAL,MOSTOLES CENTRAL,interurban,metro
OPAÑEL,OPAÑEL,interurban,metro
OPORTO,OPORTO,interurban,metro
PALOS DE LA FRONTERA,PALOS DE LA FRONTERA,interurban,metro
PAN BENDITO,PAN BENDITO,interurban,metro
PARQUE DE LAS AVENIDAS,PARQUE DE LAS AVENIDAS,interurban,metro
PARQUE DE LOS ESTADOS,PARQUE DE LOS ESTADOS,interurban,metro
PARQUE EUROPA,PARQUE EUROPA,interurban,metro
PARQUE LISBOA,PARQUE LISBOA,interurban,metro
PARQUE OESTE,PARQUE OESTE,interurban,metro
PAVONES,PAVONES,interurban,metro
PINAR DE CHAMARTIN,PINAR DE CHAMARTIN,interurban,metro
PLAZA DE CASTILLA,PLAZA DE CASTILLA,interurban,metro
PLAZA ELIPTICA,PLAZA ELIPTICA,interurban,metro
PRADILLO,PRADILLO,interurban,metro
PRINCIPE PIO,PRINCIPE PIO,interurban,metro
PUERTA DE ARGANDA,PUERTA DE ARGANDA,interurban,metro
PUERTA DEL SUR,PUERTA DEL SUR,interurban,metro
REYES CATOLICOS,REYES CATOLICOS,interurban,metro
RIVAS FUTURA,RIVAS FUTURA,interurban,metro
RIVAS URBANIZACIONES,RIVAS URBANIZACIONES,interurban,metro
RIVAS VACIAMADRID,RIVAS VACIAMADRID,interurban,metro
RONDA DE LA COMUNICACION,RONDA DE LA COMUNICACION,interurban,metro
SAN CIPRIANO,SAN CIPRIANO,interurban,metro
SAN CRISTOBAL,SAN CRISTOBAL,interurban,metro
SAN FERMIN-ORCASUR,SAN FERMIN-ORCASUR,interurban,metro
SAN FERNANDO,SAN FERNANDO,interurban,metro
SAN FRANCISCO,SAN FRANCISCO,interurban,metro
SAN NICASIO,SAN NICASIO,interurban,metro
SIERRA DE GUADALUPE,SIERRA DE GUADALUPE,interurban,metro
SIMANCAS,SIMANCAS,interurban,metro
TRES OLIVOS,TRES OLIVOS,interurban,metro
UNIVERSIDAD REY JUAN CARLOS,UNIVERSIDAD REY JUAN CARLOS,interurban,metro
USERA,USERA,interurban,metro
VICALVARO,VICALVARO,interurban,metro
VILLAVERDE ALTO,VILLAVERDE ALTO,interurban,metro
VILLAVERDE BAJO CRUCE,VILLAVERDE BAJO CRUCE,interurban,metro
VISTA ALEGRE,VISTA ALEGRE,interurban,metro
ABRANTES,ABRANTES,urban,metro
ACACIAS,ACACIAS,urban,metro
AEROPUERTO T-4,AEROPUERTO T-4,urban,metro
AEROPUERTO T1-T2-T3,AEROPUERTO T1-T2-T3,urban,metro
ALAMEDA DE OSUNA,ALAMEDA DE OSUNA,urban,metro
ALFONSO XIII,ALFONSO XIII,urban,metro
ALMENDRALES,ALMENDRALES,urban,metro
ALONSO CANO,ALONSO CANO,urban,metro
ALONSO MARTINEZ,ALONSO MARTINEZ,urban,metro
ALSACIA,ALSACIA,urban,metro
ALTO DE EXTREMADURA,ALTO DE EXTREMADURA,urban,metro
ALTO DEL ARENAL,ALTO DEL ARENAL,urban,metro
ALUCHE,ALUCHE,urban,metro
ALVARADO,ALVARADO,urban,metro
ANTON MARTIN,ANTON MARTIN,urban,metro
ANTONIO MACHADO,ANTONIO MACHADO,urban,metro
ARGANZUELA-PLANETARIO,ARGANZUELA-PLANETARIO,urban,metro
ARGÜELLES,ARGÜELLES,urban,metro
ARROYOFRESNO,ARROYOFRESNO,urban,metro
ARTILLEROS,ARTILLEROS,urban,metro
ARTURO SORIA,ARTURO SORIA,urban,metro
ASCAO,ASCAO,urban,metro
ATOCHA,ATOCHA,urban,metro
AVENIDA DE AMERICA,AVENIDA DE AMERICA,urban,metro
AVENIDA DE GUADALAJARA,AVENIDA DE GUADALAJARA,urban,metro
AVENIDA DE LA ILUSTRACION,AVENIDA DE LA ILUSTRACION,urban,metro
AVENIDA DE LA PAZ,AVENIDA DE LA PAZ,urban,metro
AVIACION ESPAÑOLA,AVIACION ESPAÑOLA,urban,metro
BAMBU,BAMBU,urban,metro
BANCO DE ESPAÑA,BANCO DE ESPAÑA,urban,metro
BARAJAS,BARAJAS,urban,metro
BARRIO DE LA CONCEPCION,BARRIO DE LA CONCEPCION,urban,metro
BARRIO DEL PILAR,BARRIO DEL PILAR,urban,metro
BATAN,BATAN,urban,metro
BEGOÑA,BEGOÑA,urban,metro
BILBAO,BILBAO,urban,metro
BUENOS AIRES,BUENOS AIRES,urban,metro
CALLAO,CALLAO,urban,metro
CAMPAMENTO,CAMPAMENTO,urban,metro
CANAL,CANAL,urban,metro
CANILLAS,CANILLAS,urban,metro
CANILLEJAS,CANILLEJAS,urban,metro
CARABANCHEL,CARABANCHEL,urban,metro
CARABANCHEL ALTO,CARABANCHEL ALTO,urban,metro
CARPETANA,CARPETANA,urban,metro
CARTAGENA,CARTAGENA,urban,metro
CASA DE CAMPO,CASA DE CAMPO,urban,metro
CHAMARTIN,CHAMARTIN,urban,metro
CHUECA,CHUECA,urban,metro
CIUDAD DE LOS ANGELES,CIUDAD DE LOS ANGELES,urban,metro
CIUDAD LINEAL,CIUDAD LINEAL,urban,metro
CIUDAD UNIVERSITARIA,CIUDAD UNIVERSITARIA,urban,metro
COLOMBIA,COLOMBIA,urban,metro
COLON,COLON,urban,metro
COLONIA JARDIN,COLONIA JARDIN,urban,metro
CONCHA ESPINA,CONCHA ESPINA,urban,metro
CONDE DE CASAL,CONDE DE CASAL,urban,metro
CONGOSTO,CONGOSTO,urban,metro
CRUZ DEL RAYO,CRUZ DEL RAYO,urban,metro
CUATRO CAMINOS,CUATRO CAMINOS,urban,metro
CUATRO VIENTOS,CUATRO VIENTOS,urban,metro
CUZCO,CUZCO,urban,metro
DELICIAS,DELICIAS,urban,metro
DIEGO DE LEON,DIEGO DE LEON,urban,metro
DUQUE DE PASTRANA,DUQUE DE PASTRANA,urban,metro
EL CAPRICHO,EL CAPRICHO,urban,metro
EL CARMEN,EL CARMEN,urban,metro
EMBAJADORES,EMBAJADORES,urban,metro
EMPALME,EMPALME,urban,metro
ESPERANZA,ESPERANZA,urban,metro
ESTACION DEL ARTE,ESTACION DEL ARTE,urban,metro
ESTADIO METROPOLITANO,ESTADIO METROPOLITANO,urban,metro
ESTRECHO,ESTRECHO,urban,metro
ESTRELLA,ESTRELLA,urban,metro
EUGENIA DE MONTIJO,EUGENIA DE MONTIJO,urban,metro
FERIA DE MADRID,FERIA DE MADRID,urban,metro
FRANCOS RODRIGUEZ,FRANCOS RODRIGUEZ,urban,metro
FUENCARRAL,FUENCARRAL,urban,metro
GARCIA NOBLEJAS,GARCIA NOBLEJAS,urban,metro
GOYA,GOYA,urban,metro
GRAN VIA,GRAN VIA,urban,metro
GREGORIO MARAÑON,GREGORIO MARAÑON,urban,metro
GUZMAN EL BUENO,GUZMAN EL BUENO,urban,metro
HERRERA ORIA,HERRERA ORIA,urban,metro
HORTALEZA,HORTALEZA,urban,metro
HOSPITAL 12 DE OCTUBRE,HOSPITAL 12 DE OCTUBRE,urban,metro
IBIZA,IBIZA,urban,metro
IGLESIA,IGLESIA,urban,metro
ISLAS FILIPINAS,ISLAS FILIPINAS,urban,metro
LA ALMUDENA,LA ALMUDENA,urban,metro
LA ELIPA,LA ELIPA,urban,metro
LA GAVIA,LA GAVIA,urban,metro
LA LATINA,LA LATINA,urban,metro
LA PESETA,LA PESETA,urban,metro
LACOMA,LACOMA,urban,metro
LAGUNA,LAGUNA,urban,metro
LAS MUSAS,LAS MUSAS,urban,metro
LAS ROSAS,LAS ROSAS,urban,metro
LAS SUERTES,LAS SUERTES,urban,metro
LAS TABLAS,LAS TABLAS,urban,metro
LAVAPIES,LAVAPIES,urban,metro
LEGAZPI,LEGAZPI,urban,metro
LISTA,LISTA,urban,metro
LUCERO,LUCERO,urban,metro
MANOTERAS,MANOTERAS,urban,metro
MANUEL BECERRA,MANUEL BECERRA,urban,metro
MAR DE CRISTAL,MAR DE CRISTAL,urban,metro
MARQUES DE VADILLO,MARQUES DE VADILLO,urban,metro
MENDEZ ALVARO,MENDEZ ALVARO,urban,metro
MENENDEZ PELAYO,MENENDEZ PELAYO,urban,metro
MIGUEL HERNANDEZ,MIGUEL HERNANDEZ,urban,metro
MIRASIERRA,MIRASIERRA,urban,metro
MONCLOA,MONCLOA,urban,metro
MONTECARMELO,MONTECARMELO,urban,metro
NOVICIADO,NOVICIADO,urban,metro
NUEVA NUMANCIA,NUEVA NUMANCIA,urban,metro
NUEVOS MINISTERIOS,NUEVOS MINISTERIOS,urban,metro
NUÑEZ DE BALBOA,NUÑEZ DE BALBOA,urban,metro
ODONNELL,ODONNELL,urban,metro
OPAÑEL,OPAÑEL,urban,metro
OPERA,OPERA,urban,metro
OPORTO,OPORTO,urban,metro
PACIFICO,PACIFICO,urban,metro
PACO DE LUCIA,PACO DE LUCIA,urban,metro
PALOS DE LA FRONTERA,PALOS DE LA FRONTERA,urban,metro
PAN BENDITO,PAN BENDITO,urban,metro
PARQUE DE LAS AVENIDAS,PARQUE DE LAS AVENIDAS,urban,metro
PARQUE DE SANTA MARIA,PARQUE DE SANTA MARIA,urban,metro
PAVONES,PAVONES,urban,metro
PEÑAGRANDE,PEÑAGRANDE,urban,metro
PINAR DE CHAMARTIN,PINAR DE CHAMARTIN,urban,metro
PINAR DEL REY,PINAR DEL REY,urban,metro
PIO XII,PIO XII,urban,metro
PIRAMIDES,PIRAMIDES,urban,metro
PITIS,PITIS,urban,metro
PLAZA DE CASTILLA,PLAZA DE CASTILLA,urban,metro
PLAZA DE ESPAÑA,PLAZA DE ESPAÑA,urban,metro
PLAZA ELIPTICA,PLAZA ELIPTICA,urban,metro
PORTAZGO,PORTAZGO,urban,metro
PRINCIPE DE VERGARA,PRINCIPE DE VERGARA,urban,metro
PRINCIPE PIO,PRINCIPE PIO,urban,metro
PROSPERIDAD,PROSPERIDAD,urban,metro
PUEBLO NUEVO,PUEBLO NUEVO,urban,metro
PUENTE DE VALLECAS,PUENTE DE VALLECAS,urban,metro
PUERTA DE ARGANDA,PUERTA DE ARGANDA,urban,metro
PUERTA DE TOLEDO,PUERTA DE TOLEDO,urban,metro
PUERTA DEL ANGEL,PUERTA DEL ANGEL,urban,metro
QUEVEDO,QUEVEDO,urban,metro
QUINTANA,QUINTANA,urban,metro
REPUBLICA ARGENTINA,REPUBLICA ARGENTINA,urban,metro
RETIRO,RETIRO,urban,metro
RIOS ROSAS,RIOS ROSAS,urban,metro
RONDA DE LA COMUNICACION,RONDA DE LA COMUNICACION,urban,metro
RUBEN DARIO,RUBEN DARIO,urban,metro
SAINZ DE BARANDA,SAINZ DE BARANDA,urban,metro
SAN BERNARDO,SAN BERNARDO,urban,metro
SAN BLAS,SAN BLAS,urban,metro
SAN CIPRIANO,SAN CIPRIANO,urban,metro
SAN CRISTOBAL,SAN CRISTOBAL,urban,metro
SAN FERMIN-ORCASUR,SAN FERMIN-ORCASUR,urban,metro
SAN FRANCISCO,SAN FRANCISCO,urban,metro
SAN LORENZO,SAN LORENZO,urban,metro
SANTIAGO BERNABEU,SANTIAGO BERNABEU,urban,metro
SANTO DOMINGO,SANTO DOMINGO,urban,metro
SERRANO,SERRANO,urban,metro
SEVILLA,SEVILLA,urban,metro
SIERRA DE GUADALUPE,SIERRA DE GUADALUPE,urban,metro
SIMANCAS,SIMANCAS,urban,metro
SOL,SOL,urban,metro
SUANZES,SUANZES,urban,metro
TETUAN,TETUAN,urban,metro
TIRSO DE MOLINA,TIRSO DE MOLINA,urban,metro
TORRE ARIAS,TORRE ARIAS,urban,metro
TRES OLIVOS,TRES OLIVOS,urban,metro
TRIBUNAL,TRIBUNAL,urban,metro
URGEL,URGEL,urban,metro
USERA,USERA,urban,metro
VALDEACEDERAS,VALDEACEDERAS,urban,metro
VALDEBERNARDO,VALDEBERNARDO,urban,metro
VALDECARROS,VALDECARROS,urban,metro
VALDEZARZA,VALDEZARZA,urban,metro
VELAZQUEZ,VELAZQUEZ,urban,metro
VENTAS,VENTAS,urban,metro
VENTILLA,VENTILLA,urban,metro
VENTURA RODRIGUEZ,VENTURA RODRIGUEZ,urban,metro
VICALVARO,VICALVARO,urban,metro
VICENTE ALEIXANDRE,VICENTE ALEIXANDRE,urban,metro
VILLA DE VALLECAS,VILLA DE VALLECAS,urban,metro
VILLAVERDE ALTO,VILLAVERDE ALTO,urban,metro
VILLAVERDE BAJO CRUCE,VILLAVERDE BAJO CRUCE,urban,metro
VINATEROS,VINATEROS,urban,metro
VISTA ALEGRE,VISTA ALEGRE,urban,metro
